name,text,link
İşCep'e Çoğu Zaman Giriş Yapamıyorum,İş cephe son zamanlarda giriş yapamıyorum hata verip bağlantınızı kontrol edin diyor ama diğer banka hesaplarıma giriş yapabiliyorum bu konuda çok mağdur oldum ne havale ne EFT yapabildim anlayacağınız içerideki paramı kullanamıyorum lütfen acil çözüm bulunsun,https://www.sikayetvar.com/is-bankasi/iscepe-cogu-zaman-giris-yapamiyorum
QNB Mobil Bankacılık Kısıtlaması,QNB maaş hesabıma mobil giriş yapamıyorum. Buna da gerekçe olarak geçmişte Enpara'da olan bir hesabıma bloke yapılmasından dolayı QNB de de bu engellemenin yapıldığı söyleniyor. Maaş hesabı olduğu için mecburen bu banka ile çalışmam gerekiyor. Sürekli maaş çekmek için şubeye gitmem gerektiğinden sor...,https://www.sikayetvar.com/qnb-finansbank/qnb-mobil-bankacilik-kisitlamasi
,,
Pep Kartımdan Para Çekilmesine Rağmen Hizmet Alamadım,"Pep hizmet almadığım halde kredi kartımdan para çekildi. Pep hizmet almadığım halde kredi kartımdan iki defa para çekildi. 01.11.2022 tarihinde trafik sigortası için Türkiye Koç sigorta şirketinde sevil tarafından 0850 557 11 69 numaralı çağrı merkezinden arandım, 3698 TL bedel ile anlaştık, kredi k...",https://www.sikayetvar.com/pep/pep-kartimdan-para-cekilmesine-ragmen-hizmet-alamadim
ING 35 Kuruşluk Mücadele!,"2020 yılda Migros'tan telefon almak için ING Bank'tan kredi çektim kredinin her taksitini ödedim. Ödemelerimi bitirdim, fakat 35 kuruş borç kalmış. Bunun için beni KKB'ye kadar götürmüşler ve bu olanlardan benim bugün haberim oldu. 35 kuruş için ne beni arayan var ne de başka bir şey. Bir insanın KK...",https://www.sikayetvar.com/ing/ing-35-kurusluk-mucadele
İş Bankası Puanları Yüklemiyor. Referans Olduk Hanı Nerede,"Türkiye İş Bankası müşterisiyim, Bankanın 01 eylül ve 31 Ekim 2022ARASI başlatmış olduğu ""Emekli Yakınlarınıza Referans Olun, 500 TL'ye Varan Pazarama ® MaxiPuan Kazanın! "" Kampanyası kapsamında, aşağıdaki linkte yer alan bütün koşulları sağladım.* Maximum uygulamadan referans kodu aldım
* 1 emekli ...",https://www.sikayetvar.com/is-bankasi/is-bankasi-puanlari-yuklemiyor-referans-olduk-hani-nerede
Kredi Kayıt Bürosu 35 Kuruşluk Mücadele!,"2020 yılda Migros'tan telefon almak için ING Bank'tan kredi çektim kredinin her taksitini ödedim. Ödemelerimi bitirdim, fakat 35 kuruş borç kalmış. Bunun için beni KKB'ye kadar götürmüşler ve bu olanlardan benim bugün haberim oldu. 35 kuruş için ne beni arayan var ne de başka bir şey. Bir insanın KK...",https://www.sikayetvar.com/kredi-kayit-burosu/kredi-kayit-burosu-35-kurusluk-mucadele
Kuryenet Banka Kartım 1 Haftadır Dağıtıma Çıkmadı,"Gönderilen banka kartımın 1 haftadır Yenikent Kuryenet tarafından dağıtma çıkmasının bekliyorum müşteri hizmetlerini aradığım zaman karşımda bir muhatap bulamıyorum 
Randevu oluşturuldu deniliyor ama hâlâ kartım elime ulaşmadı yetkililer tarafından kimseye ulaşılamıyor mağdur ediliyoruz burada",https://www.sikayetvar.com/kuryenet/kuryenet-banka-kartim-1-haftadir-dagitima-cikmadi
Halkbank Çalışan Personel Memnuniyetsizliği!,Böyle bir şey yok kıyamet gibi sıra var bir senet ödeyeceğim bir saat bekledim sadece bir kişi gişede diğer bireysel grubunda çalışanlar oje sürüyor biri simit yiyor biz de bekliyoruz böyle bir şey yok gidin içeride halledin işinizi biz orada beklerken bilerek yapar gibi böyle laubali bir banka yok ...,https://www.sikayetvar.com/halkbank/halkbank-calisan-personel-memnuniyetsizligi
Uğur Okulları Kıyafet Sistemi Bozuk,"Kızım için okul kıyafeti almıştım beden küçük geldiği için iade ettim.
13.09.22 tarihte kargoyla göndermiştim 50 gün oldu parası halen iade edilmedi neymiş efendim bankadan bankaya fark ediyormuş birkaç gün daha bekleyin diyerek oyalıyorlar bu nasıl bir sistem anlamadım.",https://www.sikayetvar.com/ugur-okullari/ugur-okullari-kiyafet-sistemi-bozuk
QNB Finansbank Kart Aidatı Yansıtma,6 yıldır QNB Finansbank kredi kartını kullanmaktayım. 6 yıldır ödemelerimi düzenli yapıyorum bir kere bile banka tarafından aranmadım tahsilat konusunda. Bu tutumuma karşılık her yıl düzenli olarak kart aidat ücreti kesip şikayetim sonrası bu talebi geri çekiyorsunuz. Şu anda bu yansıtmış olduğunuz ...,https://www.sikayetvar.com/qnb-finansbank/qnb-finansbank-kart-aidati-yansitma
ING Yıllık Üyelik Bedeli,"Yıllardır uçak biletlerimi aldığım, ayrıca kredi kartı olarak da kullandığım ve düzenli ödediğim kredi kartım için bankanızın benden 125 TL ""Yıllık Üyelik Bedeli""alması gerçekten çok üzücü. Her banka kedi kartı için belli bir harcama sözüne yıllık kart / üyelik bedellerinden vazgeçiyor. Pegasus kart...",https://www.sikayetvar.com/ing/ing-yillik-uyelik-bedeli-36
İş Bankası Şubelerinden Nakit Paranızı Çekemiyorsunuz Bıktırdılar,Ankara içinde saat 10 da çalışma saati içinde 11 adet İş Bankası şubesini aramama rağmen bir tanesi bile açılmadı. Şubelere gittiğimde hiçbirinde 100k üzeri nakit bulunmadığı için önceden ayırtmam gerektiğini söylüyorlar. Ama telefonlar açılmıyor şubeye gitsem para yok bankadaki paramızı kullanamıyo...,https://www.sikayetvar.com/is-bankasi/is-bankasi-subelerinden-nakit-paranizi-cekemiyorsunuz-biktirdilar
Kredi Kayıt Bürosu Borçlarımın Tamamını Ödediğim Halde Risk Raporumda Borcum Gözüküyor,Bütün kredi ve kredi borçlarımı kapatmama rağmen Findeks ve risk raporu sorguladığımda hala kredi ve kredi kartı borcum var gözüküyor bu yüzden dolayı bankalarda kredi ve kredi kartı sıkıntısı yaşıyorum bunun düzeltilmesini rica ediyorum teşekkürler.,https://www.sikayetvar.com/kredi-kayit-burosu/kredi-kayit-burosu-borclarimin-tamamini-odedigim-halde-risk-raporumda-borcum-gozukuyor
Payfix Yatırım İşlemim Gerçekleşmedi,Banka hesabımdan Payfix hesabıma para yatırdım işlem iptal etmek istiyorum. Destek hattına dekontu attım ama bir geri dönüş alamadım sadece işlem sırasına girdi dendi paramı dekonttaki ibana geri atılmasını istiyorum a***@gmail.com adresine kayıtlı Payfix hesabım.,https://www.sikayetvar.com/payfix/payfix-yatirim-islemim-gerceklesmedi
Ing Bankası Çalışanları İnsanları Yanıltıyorlar,Para transfer EFT havale SWİFT işlemlerinde ücret kesilmeyecek dediler banka personeli m** hanım ve y** hanım beni zarar uğrattı ne biçim banka yazıklar olsun çalışanlarına yağla balla yanıltıp bankaya getirtip bu şekilde işlem yaptılar beni mağdur ettiler. Hakkımı helal etmiyorum arabamla Konya'ya ...,https://www.sikayetvar.com/ing/ing-bankasi-calisanlari-insanlari-yaniltiyorlar
Trabzon Meydan ING Bank müşterilerine Saygısız,Trabzon Meydan ING Bank kadar müşterilerine saygısız bir banka görmedim. İşlem yapmak için sıra aldım. Gişede çalışanlar o kadar rahat bekleyen müşteriler hiç umurumda değil. Bir sürü insan gişede çalışanların yüzünden gerildi. Bir de tepki gösterince bu umursamazlığa tepki veriyorlar. Meydan gibi m...,https://www.sikayetvar.com/ing/trabzon-meydan-ing-bankmusterilerine-saygisiz
"Denizbank Belirsiz Kesintiler ,Tahsilatlar","Denizbank kadar kötü paracı bir banka görmedim. Hiçbir çalıştığım bankayla böyle sorun yaşamadım. Sürekli hesaptan kafalarına göre yok faiz tahsilatı, yok vergi tahsilatı adı altında, onayım dışında bir suru paramı yediler. Üstelik her ay asgari tutarların üstünde para yatırıp, işlem yaptığım halde ...",https://www.sikayetvar.com/denizbank/denizbank-belirsiz-kesintiler-tahsilatlar
Kredi Kayıt Bürosu Sicil Affından Yararlanmak İstiyorum!,Bireysel bankacılık ve sicil affı kanunu dahilinde 07.10.2022 de yürürlüğe giren kanun ile madde tarihli ve 5411 sayılı kanunun 1. Maddesi uyarınca karşılıksız çek ve protestolu senetler ile kredi ve kredi kartları borçlarına ilişkin kayıtların dikkate alınmaması hakkında kanuna aşağıdaki geçici mad...,https://www.sikayetvar.com/kredi-kayit-burosu/kredi-kayit-burosu-sicil-affindan-yararlanmak-istiyorum-79
Papara Hesabıma Fast Yoluyla Yaptığım Havale Düşmedi!,01.11.2022 tarihi 20:21 civarı Papara hesabıma banka havalesi ile para yatırma işlemi yaptığım halde hesabıma yüklenmedi. Mail yoluyla yazdım geri dönüş yapılmadı. Müşteri hizmetleri 20 dakikadır bağlanıyorum. İnanın mağduriyetten başka bir şey değil.,https://www.sikayetvar.com/papara/papara-hesabima-fast-yoluyla-yaptigimhavale-dusmedi
KKB Sicil Affı,"Sicil Geçmişi Düzeltilmesi! 
Geçmişe dönük bütün borçlarımı ödeyip kapattım şu an gecikmem yok ama kredi kayıt bürosunca puanım düşük ve sicilim bozuk olarak gözüküyor hala bunun kaldırılmasını talep ediyorum. 
Kredi Kayıt Bürosu Kredi Sicil Affından Yararlanmak İstiyorum. 
Bireysel bankacılık ve si...",https://www.sikayetvar.com/kredi-kayit-burosu/kkb-sicil-affi-149
"İş Bankası, Promosyon MaxiPuan","İş Bankası emekli getirene promosyon için 250 MaxiPuan yatıracağını söyledi. Promosyon ücreti yatmasına rağmen 250 MaxiPuan yatmadı. Söylenen adımları yapmama rağmen (mesaj vs.) hala bir yatan bir puan yok. Yardımcı olunmasını, Çözüm bulunmasını istiyorum.",https://www.sikayetvar.com/is-bankasi/is-bankasi-promosyon-maxipuan
Kredi Kayıt Bürosu İcra Borcumu Bankadan Kapattım 9 Ay Oldu KBB Yüzünden Kredi Alamıyorum,Bugün itibari ile ne borcum var ne de kredim ® var ne de kredi kartı kullanıyorum. Bunlar olmamasına rağmen 5 yıl bekleyip KKB kayıtlarını güncellemek çok kötü bir durum. Tekrar tekrar yazıyorum KKB kayıtlarının aşağıdaki yazıya istinaden güncellenmesi gerektiğini talep ediyorum. Tarafıma herhangi b...,https://www.sikayetvar.com/kredi-kayit-burosu/kredi-kayit-burosu-icra-borcumu-bankadan-kapattim-9-ay-oldu-kbb-yuzunden-kredi-alamiyorum
Findeks Kredi Notu Hesaplanmadı,Findeks kredi notu hesaplanmadı ibaresi mevcut. Hiçbir bankaya borcum olmadığı halde gecikmeli ürünüm olmadığı halde bankalardan ne kredi kullanabiliyorum ne de kredi kartı alabiliyorum. Bu yanlışlığın acilen düzeltilmesini talep ediyorum çevremde onlarca insan onlarca kredi kartı kullanıyor hala ye...,https://www.sikayetvar.com/findeks/findeks-kredi-notu-hesaplanmadi-5
Zurich Sigorta Kredi Kartım Güvende Poliçe İptal Ve İadesi!,01.11.2022 tarihinde ING bankasından ihtiyaç kredisi çektim. Krediyi çekebilmek içinde sigorta şartı olduğunu söylediler. Onayladım 26230498 numaralı ...,https://www.sikayetvar.com/zurich-sigorta/zurich-sigorta-kredi-kartim-guvende-police-iptal-ve-iadesi
Denizbank Kart Aidat Ücreti,Denizbank'ın her sene uyguladığı kart aidat ücretinin bir yenisi daha insanlara kartı verirken hiçbir şekilde aidat ücretini ödemeyeceksiniz diye yanıltıp sonra istediği miktarı kesen bir banka. Kart aidat ücretini geri yatırın yazıktır günahtır.,https://www.sikayetvar.com/denizbank/denizbank-kart-aidat-ucreti-252
Tarafbet Ödeme İşlemlerinde Gecikme,"Para çekim talebini 25-30 dakika diyorlar. Tam 1 saat oldu müşteri temsilcileri ise saçma açıklamalar yapıyor, banka güncellemesi yok yoğunluk böyle b...",https://www.sikayetvar.com/tarafbet/tarafbet-odeme-islemlerinde-gecikme
Agesa Hayat Ve Emeklilik Hayat Sigortası,Akbank mobil bankacılık aracılığıyla çekmiş olduğum kredi karşılığında hayat sigortası ücreti kesilmiştir. Poliçe numarası V93242** olan ve Agesa tara...,https://www.sikayetvar.com/agesa-hayat-ve-emeklilik/agesa-hayat-ve-emeklilik-hayat-sigortasi-1
AgeSA Hayat ve Emeklilik Hayat Sigortası Kredi Erken Kapama,Çekmiş olduğum 18000 TL 15 ay vadeli kredi iyi 12 ayında erken kapattım. Yapmış oldukları v8853963 numaralı Agesa hayat sigortası ile ilgili geri kala...,https://www.sikayetvar.com/agesa-hayat-ve-emeklilik/agesa-hayat-ve-emeklilik-hayat-sigortasi-kredi-erken-kapama
Papara Burs Bulma Kurumu,Türkiye burs bulma kurumundan kimlik fotoğrafı istediler önlü arkalı ve ikametgah fotoğrafı iznim olmadan ıslak imzam olmadan hakkımda hiçbir işlem ya...,https://www.sikayetvar.com/papara/papara-burs-bulma-kurumu
Hepsiburada Mobil Uygulama Hatası,Hepsiburada.com mobil uygulaması üzerinden bot siparişi oluşturdum. Daha sonra ödeme aşamasında ING Bank alışveriş kredisi başvurusunda bulundum. Banka tarafından alışverişe istinaden talep ettiğim kredi onaylandı. Ancak Hepsiburada sipariş bölümünde siparişim görünmüyor. Müşteri hizmetlerini aradığ...,https://www.sikayetvar.com/hepsiburada/hepsiburada-mobil-uygulama-hatasi
Kredi Kayıt Bürosu Sicil Affı İle Gelen Düzenlenme Talebi,"Bütün kredi ve kredi kartı borçlarımı tahsil harçları dahil 08.15.2022 tarihinde ödedim 08.08.2022 tarihinden itibaren sigortalı olarak çalışıyorum.

Bireysel bankacılık ve sicil affı kanunu dahilinde 07.10.2022 de yürürlüğe giren kanun ile madde tarihli ve 5411 sayılı kanunun 1. Maddesi uyarınca ka...",https://www.sikayetvar.com/kredi-kayit-burosu/kredi-kayit-burosu-sicil-affi-ile-gelen-duzenlenme-talebi-1
QNB Finansbank Ben Sizin Müşteriniz Değilim,Sokakta Kredi kartı banka kartı dağıtıyorsunuz dağıtan arkadaş size bunu bir şekilde kullanmazsanız bir şey olmaz iptal olur diye diye pazarlıyor. Ben müşteriniz değilim herhangi bir kartınızı kullanmıyorum. Yıllardır mesaj atıyorsunuz ParaPuan veriyorsunuz kullanılmayan karta. Bunlar QNB Finansbank...,https://www.sikayetvar.com/qnb-finansbank/qnb-finansbank-ben-sizin-musteriniz-degilim
Tosla Hesap Doğrulama Sorunu,"Nasıl bir mantık? 18 Yaş altıyım hesabımı doğrulamak için banka hesabından para atmam gerekiyor? Banka hesabım mı var atayım bir de 13 yaş üstü için geçerliymiş! Teşekkür ederiz çok mantıklı işliyorsunuz para gönderemiyorum başkalarına, kampanyalardan faydalanamıyorum bir de limit yetmiyor. Hesabımı...",https://www.sikayetvar.com/tosla/tosla-hesap-dogrulama-sorunu
İş Bankası Esnaf Muafiyet İle İlk Ticari  hesabı Açmıyor,"Esnaf vergi muafiyet belgesi aldım, vergi dairesi müdürü bile bu belgeyle ticari hesap açabilirsin dediği halde İş Bankası şubesinden hesap açamıyorum. Gerçekten ben ne ilk kişiyim ne de son. İş yerinden zar zor izin alıp bankaya gidiyorum. Bunun karşılığında ise biz bu belge ile size hesap açamayız...",https://www.sikayetvar.com/is-bankasi/is-bankasi-esnaf-muafiyet-ile-ilk-ticarihesabi-acmiyor
Qnb Finansbank Hizmette Yavaşlık Şikayeti,Böyle bir banka şubesi görmedim. Hizmet o kadar yavaş ki tam 1 saattir 4 sıranın gelmesini bekliyorum. Konya Zafer sanayi şubesinde gişe görevlilerine sormama rağmen özellikle sarı saçlı kadın üslubunda saygısız tavırla sıranız gelir bekleyin dedi 4 kişilik sıra 1 saattir bir türlü gelmedi. Müşteri ...,https://www.sikayetvar.com/qnb-finansbank/qnb-finansbank-hizmette-yavaslik-sikayeti
İş Bankası Kredi Yapılandırma Yapmak İstiyorum,Bireysel bankacılık ve sicil affı kanunu dahilinde 07.10.2022 de yürürlüğe giren kanun ile madde tarihli ve 5411 sayılı kanunun 1. Maddesi uyarınca karşılıksız çek ve protestolu senetler ile kredi ve kredi kartları borçlarına ilişkin kayıtların dikkate alınmaması hakkında kanuna aşağıdaki geçici mad...,https://www.sikayetvar.com/is-bankasi/is-bankasi-kredi-yapilandirma-yapmak-istiyorum
Papara Paramı Tekrar Banka Hesabıma Çekemiyorum,Ben 01.11.2022 tarihinde hesabıma para yatırdım Papara hesabına bugün tekrar çekmek istiyorum ama bir türlü çekemiyorum tüm para çekme aşamalarını geçiyorum en sona gelince tekrar anasayfa atıyor bu nasıl bir şey anlamadım yetkililer ne yardım edecekse etsin Ben askeri personel olduğumdan fazla uğra...,https://www.sikayetvar.com/papara/papara-parami-tekrar-banka-hesabima-cekemiyorum
Halkbank Kimlik Taratırken Teknik Hata,Mobil bankacılıktan müşteri olma adımlarını tamamlamaya çalışıyorum fakat kimliğimi taradıktan sonra teknik hata veriyor her seferinde. Aylardır aynı sorun var. Mobil uygulamalar şubeye gitmeyelim diye yapılmıyor mu? Neden koskoca bir banka ufacık bir problemi çözmeme ihmalkarlığını gösteriyor da be...,https://www.sikayetvar.com/halkbank/halkbank-kimlik-taratirken-teknik-hata
İş Bankası Kredi Yapılandırmak İstiyorum,İş Bankası da kullandım kredimi yapılandırmak istiyorum müşteri hizmetleri ve şubeye gidiyorum yardımcı olmuyorlar kaç gündür uğraşıyorum bana yardım eden yok. Başka bankalar hemen yardımcı oluyor ama İş Bankası müşterilerle ilgilenmiyor milleti zor durumda bırakıyorsunuz.,https://www.sikayetvar.com/is-bankasi/is-bankasi-kredi-yapilandirmak-istiyorum-1
VakıfBank Kredi Kartıma İşlem İptal İadesini Yapmıyor,22 Ekimde VakıfBank kredi kartımla Dolap uygulamasından alışveriş yaptım. 23 Ekimde satıcı satışı iptal etti. 10 gün geçmesine rağmen banka tarafından satışın ücret iadesi yapılmadı. Dolap müşteri hizmetleri referans ve provizyon kodu iletti bankaya bildirildiği halde banka tarafından ödeme gerçekle...,https://www.sikayetvar.com/vakifbank/vakifbank-kredi-kartima-islem-iptal-iadesini-yapmiyor
Kayseri / Melikgazi Denizbank Kartım Elime Ulaşmıyor.,Banka kartım iki haftadır elime ulaşmadı. Adreste olduğum halde adreste bulunamadı diye not düşüyorlar hiçbir iletişim numaraları yok. Kafalarına göre adres yanlış diye not düşüyorlar. Mağdur oluyorum. Mağduriyetimin en kısa zamanda giderilmesini istiyorum,https://www.sikayetvar.com/denizbank/kayseri-melikgazi-denizbank-kartim-elime-ulasmiyor
Tosla - Laptop Alış-Satış,"01.11.2022 tarihinde Facebook'ta a***k***isimli profilde Casper excalibur marka laptop satıldığını gördüm. Kendisine 0 534 *** 50 94 numaralı WhatsApp üzerinden mesaj atarak laptopu almak istediğimi söyledim ve 5000 Tl'de anlaştık. Fiyatı güncellenmiş ürün linkini attı, linkte bulunan ""mixilaner.com...",https://www.sikayetvar.com/tosla/tosla-laptop-alis-satis
Findeks Sürekli Puanımı Düşürüyor,Findeks sürekli ödemelerim düzenli olmasına rağmen yükselteceği yerde puanımı düşürüyor. Çalışıyorum çalıştığım halde bankalardan kredi alamıyorum. Kredi notum düzelsin diye uğraşıyorum yükseleceğine düşüyor mağdur durumdayım şu an sizin yüzünüzden. Acil çözüm istiyorum.,https://www.sikayetvar.com/findeks/findeks-surekli-puanimi-dusuruyor-4
İş Bankası Kredi Kartı Teslim Süresi!,"4543 xxxx xxxx 1040 sayılı İş Bankası kredi kartımı kartımı 18.10.2022 tarihinde kaybettim. 02.11.2022 itibariyle kredi kartımdan daha hiçbir şekilde haber yok ilgilenen yok ne zaman ele geçeceğini söyleyen de yok sarı çizmeli mehmet ağa misali, 1 müşteri temsilcisi kartınız kuryeye verildi diyor, d...",https://www.sikayetvar.com/is-bankasi/is-bankasi-kredi-karti-teslim-suresi-3
Findeks Kredi Kayıt Bürosu Sicil Affını Uygula,07.10.2022'de yürürlüğe giren kanun ile madde tarihli ve 5411 sayılı kanunun 1. Maddesi uyarınca karşılıksız çek ve protestolu senetler ile kredi ve kredi kartları borçlarına ilişkin kayıtların dikkate alınmaması hakkında kanuna aşağıdaki geçici madde ilave edilmiştir. “geçici madde 3 - (1) anapara ...,https://www.sikayetvar.com/findeks/findeks-kredi-kayit-burosu-sicil-affini-uygula
Elekse Ödeme Kuruluşu Kredi Kartından Bilgim Dışında Para Çekme,ELEKSE1/PEPLE.com.tr isimli şirket tarafından 17/10/2022'de araç sigortası yenileme işlemi için arandım. Buradan arayan müşteri hizmetleri yetkilisi araç bilgilerimi aldı. Yenileme işlemi yaptım dedi ve kredi kartı bilgilerimi istedi. İşlem yaptığını bildirdi ve kredi kartımdan 1881*2=3762 TL para ç...,https://www.sikayetvar.com/elekse-odeme-kurulusu/elekse-odeme-kurulusu-kredi-kartindan-bilgim-disinda-para-cekme
İş Bankası Bilgi Dışı İşlem,3 Ekim 2022 tarihinde İş Bankası banka hesabımdan herhangi bir doğrulama veya onay kodu gelmeden bilgim dışında 200 TL para çekildi. Her alışverişimi güvenli ve 3D Secure sistemine sahip sitelerden yapmama rağmen bankayla görüştüm harcama itirazı oluşturuldu ancak banka çalışanları bile 4-5 ay boyun...,https://www.sikayetvar.com/is-bankasi/is-bankasi-bilgi-disi-islem-1
Enpara Kredi Kartı Kullandırmıyor,Dünyanın en kötü dijital bankası artık gözümde V** kredi kartı İ* B*** kredi kartı bu zamana kadar kaç kere yapılandırdım hiçbir limit kısıtlaması almadım bu zamana kadar yapılandırma yaptığım Enpara kartının bütün borcunu erkenden ödeyip tek seferde kapama rağmen kartımı komple limitini kapatıp yan...,https://www.sikayetvar.com/enpara/enpara-kredi-karti-kullandirmiyor-1
"İş Bankası Müşteriyi Düşünmüyor, Çalışanları Vurdumduymaz","İş Bankası çalışanları vurdumduymaz, duyarsız. Tatilinnabzı adında bir seyahat şirketinden tatil organizasyonu satın aldık yanıltıldık tatil yapılmadı. İş Bankası'na harcama itirazında bulundum bana bir ay ile 3 ay arasında cevap vereceklerini söylediler. Ben ödememi kredi kartından saniyeler süresi...",https://www.sikayetvar.com/is-bankasi/is-bankasi-musteriyi-dusunmuyor-calisanlari-vurdumduymaz
Kredi Kayıt Bürosu Geçmişe Dönük Sicil Affı!,Bireysel bankacılık ve sicil affı kanunu dahilinde 07.10.2022 de yürürlüğe giren kanun ile madde tarihli ve 5411 sayılı kanunun 1. Maddesi uyarınca karşılıksız çek ve protestolu senetler ile kredi ve kredi kartları borçlarına ilişkin kayıtların dikkate alınmaması hakkında kanuna aşağıdaki geçici mad...,https://www.sikayetvar.com/kredi-kayit-burosu/kredi-kayit-burosu-gecmise-donuk-sicil-affi
Findeks Kredi Notu,Findeks sürekli ödemelerim düzenli olmasına rağmen yükselteceği yerde puanımı düşürüyor. Çalışıyorum çalıştığım halde bankalardan kredi alamıyorum. Kredi notum düzelsin diye uğraşıyorum yükseleceğine düşüyor mağdur durumdayım şu an sizin yüzünüzden. Acil çözüm istiyorum.,https://www.sikayetvar.com/findeks/findeks-kredi-notu-29
İş Bankası Bilgim Harici İkinci Hesaptan Paramı Çekiyor,İş Bankası Natoyolu şubesinden olan hesabımdan ev kredim vardı iki taksit sonradan ödüyorsun ve banka her ay bunun ile ihbar name gönderiyor ve ücretlendiriyor yine İş Bankası başkent şubesinden maaş hesabı açtım maaş yatınca hem krediyi hem de noter ücretlerini talimatın olmadan hesabımdan çektiler...,https://www.sikayetvar.com/is-bankasi/is-bankasi-bilgim-harici-ikinci-hesaptan-parami-cekiyor
,,
Fibabanka Tek Kullanımlık Şifre,Merhaba fiba şifresini unuttu babam anahtar kelimeyi de unutmuş çipli kimlik kartı yok arıyoruz müşteri hizmetlerini hiçbir şeye yardımcı olmuyorlar adam bankaya gelmiyor inat etti kredimizi ödeyemiyoruz acil yardım edin lütfen acil bize kızıyor teşekkürler,https://www.sikayetvar.com/fibabanka/fibabanka-tek-kullanimlik-sifre
Findeks Banka Sicil Affı,Bireysel bankacılık ve sicil affı kanunu dahilinde 07.10.2022'de yürürlüğe giren kanun ile madde tarihli ve 5411 sayılı kanunun 1. Maddesi uyarınca karşılıksız çek ve protestolu senetler ile kredi ve kredi kartları borçlarına ilişkin kayıtların dikkate alınmaması hakkında kanuna aşağıdaki geçici mad...,https://www.sikayetvar.com/findeks/findeks-banka-sicil-affi-2
VakıfBank Mesaj Atıp Buna Rağmen Yapılandırma Yapmıyor,"VakıfBank kredi kartı borç ödemesi geciktiği için yapılandırma ile ilgili bir SMS gönderdi ve bankaya gittim. Yapılandırmak için ancak bana orada, çalışmıyorsan yapılandıramazsın diye sert bir tabirle cevap verdiler ve bugünde arayıp dosyanız avukata gidiyor. Bugün ödeme yapacak mısınız diye söyledi...",https://www.sikayetvar.com/vakifbank/vakifbank-mesaj-atip-buna-ragmen-yapilandirma-yapmiyor
Agesa Hayat Ve Emeklilik İptal Talebi!,Akbank mobil bankacılık aracılığıyla çekmiş olduğum kredi karşılığında hayat sigortası ücreti kesilmiştir. Poliçe numarası V93**314-0 / V93**307-0 ola...,https://www.sikayetvar.com/agesa-hayat-ve-emeklilik/agesa-hayat-ve-emeklilik-iptal-talebi
İş Bankası Kredi Kartı Aidat Şikayet,"4543 xxxxxxx 6180 ile biten kredi kartıma Ekim ayında 141 TL tutarında bir aidat yansımıştır...
“Tüketici kanunu 28 Mayıs 2014 31. Madde 3. Fıkra: kart çıkaran kuruluşlar, tüketicilere yıllık üyelik aidatı ve benzeri isim altında ücret tahsil etmedikleri bir kredi kartı türü sunmak zorundadır. 4822 ...",https://www.sikayetvar.com/is-bankasi/is-bankasi-kredi-karti-aidat-sikayet-1
Kredi Kayıt Bürosu Sicil Afı İstiyorum,Bireysel bankacılık ve sicil affı kanunu dahilinde 07.10.2022 de yürürlüğe giren kanun ile madde tarihli ve 5411 sayılı kanunun 1. Maddesi uyarınca karşılıksız çek ve protestolu senetler ile kredi ve kredi kartları borçlarına ilişkin kayıtların dikkate alınmaması hakkında kanuna aşağıdaki geçici mad...,https://www.sikayetvar.com/kredi-kayit-burosu/kredi-kayit-burosu-sicil-afi-istiyorum-1
Papara'dan Adıma Hesap Açıldı,Evde paketleme iş başvurusunda bulundum. 0531*******19 no lu WhatsApp ®görüşmesinde konuştum. Başvuru sayfasında benden t. C. Kimlik numaram ad soyad IBAN no ve telefon numaram gibi kişisel bilgilerim istendi. Ben de verdim. Ve adıma Papara hesabı açıldı. Bu tarihten itibaren benim ıslak imzam ve aç...,https://www.sikayetvar.com/papara/paparadan-adima-hesap-acildi
PayFix Para Hesabıma Geçmedi,TEB Bankası'ndan yolladığım para hala Payfix hesabıma geçmedi lütfen yetkililerin yardim etmesini istiyorum Payfix numaram 1226906937 saat 00.24 civarında yolladım size dekontu yolluyorum lütfen bir an önce çözümlerseniz çok mutlu olurum şimdiden teşekkürler,https://www.sikayetvar.com/payfix/payfix-para-hesabima-gecmedi-157
Papara Yağmur Burs Bulma Kurumu,Türkiye burs bulma kurumundan kimlik fotoğrafı istediler önlü arkalı ve ikametgah fotoğrafı iznim olmadan ıslak imzam olmadan hakkımda hiçbir işlem ya...,https://www.sikayetvar.com/papara/papara-yagmur-burs-bulma-kurumu
VakıfBank Banka İpoteğinin Kaldırılması,İpotekli olarak Ankara da satın aldığım evin üzerinde bulunan ipoteği kaldırmak için banka avukatınızla görüşüp ödemeyi yaptık. 2 gün sonra şubeye fek yazısı almak için başvuruda bulunduk ve harcını da yatırdık. 40 gün geçmesine rağmen tapuda ipotek görünmekte İstanbul da ikamet ettiğim için Ankara ...,https://www.sikayetvar.com/vakifbank/vakifbank-banka-ipoteginin-kaldirilmasi
Is Bankası Ve Saçma Basım Hatası Bahanesi,İş Bankası basım hatası bahanesi üretip kart göndermiyor 1 ay önce aldım kartı nerede basılıyor bu kart yani sanki bana limitsiz karttan bu kadar ulaşımı zor bir kart göndereceksiniz 50 kere arıyoruz zaman vermiyorsunuz. Bddk'ya şikayet edeceğim sizi hem kart al diye yalvarıyorsunuz hem de göndermiy...,https://www.sikayetvar.com/is-bankasi/is-bankasi-ve-sacma-basim-hatasi-bahanesi
